condition,group,label,ITEST_id,step_idx,skill,citation_required,stage1_used,stage3_used,truncated_in_thinking,n_sentences,faithfulness_rate,hallucination_rate,hedge_violation_rate,structural_violation_rate,conditional_faithfulness_rate,conditional_hallucination_rate,n_content_eligible
template,baseline,Template-only,5894,3,pythagorean-theorem,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),5894,3,pythagorean-theorem,True,True,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5894,3,pythagorean-theorem,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5894,3,pythagorean-theorem,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5894,3,pythagorean-theorem,True,True,False,False,4,,,,0.0,,,
naive,baseline,Naive Prompting,205,368,least-common-multiple,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,205,368,least-common-multiple,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),205,368,least-common-multiple,True,True,True,False,4,0.25,0.75,0.0,0.0,0.25,0.75,4.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),205,368,least-common-multiple,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,205,368,least-common-multiple,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),205,368,least-common-multiple,True,True,False,False,4,,,,0.0,,,
naive,baseline,Naive Prompting,7586,639,linear-area-volume-conversion,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,7586,639,linear-area-volume-conversion,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),7586,639,linear-area-volume-conversion,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7586,639,linear-area-volume-conversion,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7586,639,linear-area-volume-conversion,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7586,639,linear-area-volume-conversion,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,4551,115,probability,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,4551,115,probability,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),4551,115,probability,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),4551,115,probability,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,4551,115,probability,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),4551,115,probability,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,5407,667,multiplication,False,False,True,False,3,1.0,0.0,0.0,,1.0,0.0,3.0
template,baseline,Template-only,5407,667,multiplication,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),5407,667,multiplication,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5407,667,multiplication,True,False,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5407,667,multiplication,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5407,667,multiplication,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,2451,188,pythagorean-theorem,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,2451,188,pythagorean-theorem,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),2451,188,pythagorean-theorem,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),2451,188,pythagorean-theorem,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,2451,188,pythagorean-theorem,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),2451,188,pythagorean-theorem,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,2607,441,inducing-functions,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,2607,441,inducing-functions,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),2607,441,inducing-functions,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),2607,441,inducing-functions,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,2607,441,inducing-functions,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),2607,441,inducing-functions,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,5656,270,equation-solving,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,5656,270,equation-solving,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),5656,270,equation-solving,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5656,270,equation-solving,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5656,270,equation-solving,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5656,270,equation-solving,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,5222,23,unit-conversion,False,False,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
template,baseline,Template-only,5222,23,unit-conversion,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),5222,23,unit-conversion,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5222,23,unit-conversion,True,False,True,False,4,1.0,0.0,0.0,0.0,1.0,0.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5222,23,unit-conversion,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5222,23,unit-conversion,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,5673,73,probability,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,5673,73,probability,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),5673,73,probability,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5673,73,probability,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5673,73,probability,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5673,73,probability,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,1107,502,proportion,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,1107,502,proportion,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),1107,502,proportion,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1107,502,proportion,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1107,502,proportion,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),1107,502,proportion,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,6093,967,evaluating-functions,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,6093,967,evaluating-functions,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),6093,967,evaluating-functions,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6093,967,evaluating-functions,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6093,967,evaluating-functions,False,True,True,False,2,0.0,1.0,0.0,,0.0,1.0,2.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6093,967,evaluating-functions,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,6279,308,order-of-operations,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6279,308,order-of-operations,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),6279,308,order-of-operations,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6279,308,order-of-operations,True,False,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6279,308,order-of-operations,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6279,308,order-of-operations,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,6226,606,inequality-solving,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6226,606,inequality-solving,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),6226,606,inequality-solving,True,True,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6226,606,inequality-solving,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6226,606,inequality-solving,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6226,606,inequality-solving,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,3778,1621,inequality-solving,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,3778,1621,inequality-solving,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),3778,1621,inequality-solving,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),3778,1621,inequality-solving,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,3778,1621,inequality-solving,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),3778,1621,inequality-solving,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,7307,308,unit-conversion,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,7307,308,unit-conversion,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),7307,308,unit-conversion,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7307,308,unit-conversion,True,False,True,False,4,0.0,1.0,0.0,0.25,0.0,1.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7307,308,unit-conversion,False,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,,0.3333333333333333,0.6666666666666666,3.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7307,308,unit-conversion,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,6308,89,reading-graph,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6308,89,reading-graph,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),6308,89,reading-graph,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6308,89,reading-graph,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6308,89,reading-graph,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6308,89,reading-graph,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,5919,89,percent-of,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,5919,89,percent-of,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),5919,89,percent-of,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5919,89,percent-of,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5919,89,percent-of,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5919,89,percent-of,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,5695,272,n-number-sense-operations,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,5695,272,n-number-sense-operations,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),5695,272,n-number-sense-operations,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5695,272,n-number-sense-operations,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5695,272,n-number-sense-operations,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5695,272,n-number-sense-operations,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,7493,535,rate-with-distance-and-time,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,7493,535,rate-with-distance-and-time,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),7493,535,rate-with-distance-and-time,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7493,535,rate-with-distance-and-time,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7493,535,rate-with-distance-and-time,False,True,True,False,2,0.0,1.0,0.0,,0.0,1.0,2.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7493,535,rate-with-distance-and-time,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,6849,94,reading-graph,False,False,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
template,baseline,Template-only,6849,94,reading-graph,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),6849,94,reading-graph,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6849,94,reading-graph,True,False,True,False,3,1.0,0.0,0.0,0.0,1.0,0.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6849,94,reading-graph,False,True,True,False,4,1.0,0.0,0.0,,1.0,0.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6849,94,reading-graph,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,2513,199,fractions,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,2513,199,fractions,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),2513,199,fractions,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),2513,199,fractions,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,2513,199,fractions,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),2513,199,fractions,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,832,883,multiplication,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,832,883,multiplication,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),832,883,multiplication,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),832,883,multiplication,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,832,883,multiplication,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),832,883,multiplication,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,114,181,noskill,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,114,181,noskill,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),114,181,noskill,True,True,True,False,4,0.25,0.5,0.0,0.25,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),114,181,noskill,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,114,181,noskill,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),114,181,noskill,True,True,False,False,4,,,,0.25,,,
naive,baseline,Naive Prompting,3609,1784,noskill,False,False,True,False,2,0.0,1.0,0.0,,0.0,1.0,2.0
template,baseline,Template-only,3609,1784,noskill,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),3609,1784,noskill,True,True,True,False,2,0.5,0.5,0.0,0.0,0.5,0.5,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),3609,1784,noskill,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,3609,1784,noskill,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),3609,1784,noskill,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,3982,1061,equation-concept,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,3982,1061,equation-concept,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),3982,1061,equation-concept,True,True,True,False,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),3982,1061,equation-concept,True,False,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,3982,1061,equation-concept,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),3982,1061,equation-concept,True,True,False,False,1,,,,0.0,,,
naive,baseline,Naive Prompting,7609,39,symbolization-articulation,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,7609,39,symbolization-articulation,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),7609,39,symbolization-articulation,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7609,39,symbolization-articulation,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7609,39,symbolization-articulation,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7609,39,symbolization-articulation,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,4693,318,discount,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,4693,318,discount,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),4693,318,discount,True,True,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),4693,318,discount,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,4693,318,discount,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),4693,318,discount,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,5332,200,noskill,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,5332,200,noskill,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),5332,200,noskill,True,True,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5332,200,noskill,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5332,200,noskill,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5332,200,noskill,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,5387,628,p-patterns-relations-algebra,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,5387,628,p-patterns-relations-algebra,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),5387,628,p-patterns-relations-algebra,True,True,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),5387,628,p-patterns-relations-algebra,True,False,True,False,4,0.0,1.0,0.0,0.0,0.0,1.0,4.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,5387,628,p-patterns-relations-algebra,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),5387,628,p-patterns-relations-algebra,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,7181,408,division,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,7181,408,division,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),7181,408,division,True,True,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),7181,408,division,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,7181,408,division,False,True,True,False,2,0.0,1.0,0.0,,0.0,1.0,2.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),7181,408,division,True,True,False,False,3,,,,0.0,,,
naive,baseline,Naive Prompting,6862,969,substitution,False,False,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
template,baseline,Template-only,6862,969,substitution,True,True,True,False,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
full,baseline,MetaKT-Verba (Full),6862,969,substitution,True,True,True,False,4,0.25,0.5,0.0,0.25,0.3333333333333333,0.6666666666666666,3.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),6862,969,substitution,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,6862,969,substitution,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),6862,969,substitution,True,True,False,False,4,,,,0.25,,,
naive,baseline,Naive Prompting,2738,102,equation-solving,False,False,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
template,baseline,Template-only,2738,102,equation-solving,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),2738,102,equation-solving,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),2738,102,equation-solving,True,False,True,False,3,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.6666666666666666,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,2738,102,equation-solving,False,True,True,False,4,0.0,1.0,0.0,,0.0,1.0,4.0
ablate_stage3,ablation,w/o Auto Verification (Stage 3),2738,102,equation-solving,True,True,False,False,2,,,,0.0,,,
naive,baseline,Naive Prompting,1649,237,equation-solving,False,False,True,False,3,0.0,1.0,0.0,,0.0,1.0,3.0
template,baseline,Template-only,1649,237,equation-solving,True,True,True,False,2,1.0,0.0,0.0,0.0,1.0,0.0,2.0
full,baseline,MetaKT-Verba (Full),1649,237,equation-solving,True,True,True,False,2,0.0,1.0,0.0,0.0,0.0,1.0,2.0
ablate_stage1,ablation,w/o Symbolic Grounding (Stage 1),1649,237,equation-solving,True,False,True,False,3,0.0,1.0,0.0,0.0,0.0,1.0,3.0
ablate_citation,ablation,w/o Citation-Forcing Prompt,1649,237,equation-solving,False,True,True,False,4,0.25,0.75,0.0,,0.25,0.75,4.0
