item_id,sentence_id,majority_tag,cited_indicators,indicator,is_core,is_negative_control,score,verifier,premise,,,,,,,
Q006,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.080688477,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q006,S2,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,8.45E-05,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q006,S3,supported,"['unproductive_frustration', 'cognitive_avoidance']",,FALSE,FALSE,0.00274086,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q001,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.655761719,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q001,S2,partial,['slipping'],slipping,FALSE,FALSE,0.158935547,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q001,S3,unknown,"['cognitive_avoidance', 'slipping']",,FALSE,FALSE,0.878417969,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q116,S1,unsupported,[],TRUE,FALSE,0.033477783,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,,
Q116,S2,unsupported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.000730515,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q048,S1,partial,['productive_struggle'],productive_struggle,FALSE,FALSE,0.04901123,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q048,S2,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.001737595,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q048,S3,unsupported,"['cognitive_avoidance', 'productive_struggle']",,FALSE,FALSE,0.001085281,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q073,S1,partial,['confidence_triad'],confidence_triad,FALSE,FALSE,0.997558594,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q073,S2,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.008934021,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q073,S3,unsupported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.024581909,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q023,S1,partial,[],,FALSE,TRUE,0.017684937,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q023,S2,unsuppported,[],,FALSE,TRUE,0.001747131,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q023,S3,supported,[],,FALSE,TRUE,0.002641678,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q023,S4,supported,[],,FALSE,TRUE,0.004459381,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q003,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.00103569,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q003,S2,partial,['confidence_triad'],confidence_triad,FALSE,FALSE,0.009117126,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q003,S3,unsupported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.004703522,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q011,S1,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.000115454,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q011,S2,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.126098633,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q011,S3,partial,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.005393982,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q090,S1,unsupported, the student's cumulative accuracy on this skill was 17%. On attempt 1, and took 3.20 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.44 times their own average response time. On attempt 4, the student answered incorrectly, used no hints,FALSE,FALSE,0.216064453,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,
Q090,S2,unsupported,['slipping'],slipping,FALSE,FALSE,0.984375,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q103,S1,supported,['overconfidence'],overconfidence,FALSE,FALSE,0.002758026,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q103,S2,supported,['overconfidence'],overconfidence,FALSE,FALSE,0.000683784,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q103,S3,partial,['overconfidence'],overconfidence,FALSE,FALSE,0.000103891,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q040,S1,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.015960693,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q040,S2,unsupported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.117492676,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q077,S1,partial,['overconfidence'],overconfidence,FALSE,FALSE,0.000200272,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q077,S2,supported,['slipping'],slipping,FALSE,FALSE,0.586425781,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q133,S1,unsupported,['productive_struggle'],productive_struggle,TRUE,FALSE,0.938964844,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q133,S2,unsupported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.001851082,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q125,S1,supported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.002880096,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q125,S2,unsupported,['slipping'],slipping,FALSE,FALSE,0.943359375,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q126,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.008598328,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q126,S2,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,8.92E-05,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q104,S1,unsupported, the student's cumulative accuracy on this skill was 60%. On attempt 1, and took 2.87 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.58 times their own average response time. On attempt 4, the student answered incorrectly, used no hints,TRUE,FALSE,0.061737061,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,
Q104,S2,supported,['slipping'],slipping,TRUE,FALSE,0.985351563,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q104,S3,supported,"['cognitive_avoidance', 'slipping']",,TRUE,FALSE,0.952636719,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q009,S1,unsupported,[],,FALSE,TRUE,0.002510071,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q009,S2,unsupported,[],,FALSE,TRUE,0.001096725,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q009,S3,unsupported,[],,FALSE,TRUE,0.00139904,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q093,S1,supported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.014068604,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q093,S2,supported,[],,TRUE,FALSE,0.000422955,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q093,S3,supported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.024475098,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q017,S1,supported,['overconfidence'],overconfidence,FALSE,FALSE,0.000140786,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q017,S2,supported,['slipping'],slipping,FALSE,FALSE,0.048065186,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q141,S1,supported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.066223145,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q141,S2,supported,['slipping'],slipping,FALSE,FALSE,0.982421875,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q141,S3,supported,"['cognitive_avoidance', 'slipping']",,FALSE,FALSE,0.943847656,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q097,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.082580566,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q097,S2,unknown,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.000213623,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q061,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.037841797,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q061,S2,unsupported,[],,FALSE,FALSE,0.000537872,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q061,S3,supported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.625976563,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q038,S1,unsupported, the student's cumulative accuracy on this skill was 86%. On attempt 1, and took 0.46 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.93 times their own average response time. On attempt 4, the student answered incorrectly, used no hints,FALSE,FALSE,0.000434399,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,
Q038,S2,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,8.34E-05,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q030,S1,partial, the student's cumulative accuracy on this skill was 0%. On attempt 1, and took 0.22 times their own average response time. On attempt 3, the student answered incorrectly, used 3 hints, and took 0.10 times their own average response time. On attempt 4, the student answered incorrectly, used 4 hints,FALSE,FALSE,0.000134945,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,
Q030,S2,supported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.05645752,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q030,S3,supported,[],,FALSE,FALSE,0.632324219,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q050,S1,unsupported,['overconfidence'],overconfidence,TRUE,FALSE,0.001069069,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q050,S2,unsupported,['overconfidence'],overconfidence,TRUE,FALSE,0.159912109,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q050,S3,unsupported,['overconfidence'],overconfidence,TRUE,FALSE,7.78E-05,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q139,S1,partial,['overconfidence'],overconfidence,TRUE,FALSE,0.000687599,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q139,S2,partial,['unproductive_frustration'],unproductive_frustration,TRUE,FALSE,0.000158668,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q139,S3,unsupported,['slipping'],slipping,TRUE,FALSE,0.787597656,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q022,S1,unsupported,[],TRUE,FALSE,0.007102966,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,,
Q022,S2,partial,[],TRUE,FALSE,0.257080078,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,,
Q022,S3,supported,[],TRUE,FALSE,0.208740234,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,,
Q005,S1,partial,['productive_struggle'],productive_struggle,FALSE,FALSE,0.002094269,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q005,S2,supported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.602050781,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q005,S3,partial,['productive_struggle'],productive_struggle,FALSE,FALSE,0.001487732,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q067,S1,unsupported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.615722656,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q067,S2,unsupported, the student's cumulative accuracy on this skill was 43%. On attempt 1, and took 0.20 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 0.10 times their own average response time. On attempt 4, the student answered correctly, used 2 hints,FALSE,FALSE,0.00061512,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,
Q067,S3,unsupported,"['cognitive_avoidance', 'productive_struggle']",,FALSE,FALSE,0.001128197,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q041,S1,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.993652344,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q041,S2,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.707519531,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q041,S3,unsupported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.00466156,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q070,S1,partial,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.047973633,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q070,S2,partial,['slipping'],slipping,FALSE,FALSE,0.986328125,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q070,S3,unknown,[],FALSE,FALSE,0.004322052,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,,
Q088,S1,unsupported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.003393173,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q088,S2,unsupported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.028533936,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q088,S3,partial,['productive_struggle'],productive_struggle,FALSE,FALSE,0.00336647,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q035,S1,supported,['confidence_triad'],confidence_triad,TRUE,FALSE,0.995117188,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q035,S2,supported,['confidence_triad'],confidence_triad,TRUE,FALSE,0.604003906,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q035,S3,unsupported,['confidence_triad'],confidence_triad,TRUE,FALSE,0.006134033,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q108,S1,partial,['productive_struggle'],productive_struggle,TRUE,FALSE,0.861328125,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q108,S2,unsupported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.001729965,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q108,S3,supported,"['cognitive_avoidance', 'productive_struggle']",,TRUE,FALSE,0.000322342,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q122,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.00169754,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q122,S2,supported,[],,FALSE,FALSE,0.000328064,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q122,S3,supported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.090026855,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q036,S1,unsupported,[],,FALSE,TRUE,0.008506775,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q036,S2,unsupported,[],,FALSE,TRUE,0.000101089,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q018,S1,unsupported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.866210938,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q018,S2,unsupported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.002912521,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q018,S3,unsupported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.005443573,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q115,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.043121338,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q115,S2,unsupported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.000191092,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q008,S1,partial,[],,FALSE,TRUE,0.013641357,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q008,S2,unsupported,[],,FALSE,TRUE,0.002029419,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q008,S3,unsupported,[],,FALSE,TRUE,0.000275373,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q058,S1,unsupported,[],FALSE,TRUE,0.000169516,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,,
Q058,S2,partial,[],,FALSE,TRUE,0.010612488,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q058,S3,supported,[],,FALSE,TRUE,0.014198303,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q078,S1,unsupported,[],,TRUE,TRUE,0.000108004,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q078,S2,partial, the student's cumulative accuracy on this skill was 27%. On attempt 1, and took 0.57 times their own average response time. On attempt 3, the student answered incorrectly, used 1 hint, and took 0.51 times their own average response time. On attempt 4, the student answered incorrectly, used 2 hints,TRUE,TRUE,8.82E-05,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,
Q012,S1,partial,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.598144531,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q012,S2,unsupported,['slipping'],slipping,FALSE,FALSE,0.9921875,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q064,S1,supported,['overconfidence'],overconfidence,TRUE,FALSE,0.000240564,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q101,S1,unsupported,['overconfidence'],overconfidence,FALSE,FALSE,0.000448465,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q101,S2,partial, the student's cumulative accuracy on this skill was 57%. On attempt 1, and took 1.90 times their own average response time. On attempt 3, the student answered correctly, used no hints, and took 1.14 times their own average response time. On attempt 4, the student answered incorrectly, used no hints,FALSE,FALSE,0.139526367,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,
Q021,S1,supported,[],TRUE,FALSE,0.010734558,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,,
Q021,S2,unsupported,['slipping'],slipping,TRUE,FALSE,0.997070313,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q124,S1,supported,['confidence_triad'],confidence_triad,TRUE,FALSE,0.392822266,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q124,S2,unsupported,[],TRUE,FALSE,0.003894806,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,,
Q072,S1,unsupported,[],,FALSE,TRUE,0.001688957,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q072,S2,unsupported,[],,FALSE,TRUE,0.006267548,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q072,S3,supported,[],,FALSE,TRUE,0.004440308,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q074,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.025161743,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q074,S2,unsupported,['unproductive_frustration'],unproductive_frustration,TRUE,FALSE,8.29E-05,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q120,S1,partial,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.034301758,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q120,S2,partial,['slipping'],slipping,FALSE,FALSE,0.996582031,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q015,S1,supported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.03894043,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q015,S2,unsupported,[],,TRUE,FALSE,0.000748158,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q118,S1,supported,['confidence_triad'],confidence_triad,TRUE,FALSE,0.994628906,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q118,S2,partial,['confidence_triad'],confidence_triad,TRUE,FALSE,0.348388672,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q118,S3,supported,['confidence_triad'],confidence_triad,TRUE,FALSE,0.000434637,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q042,S1,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.987792969,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q042,S2,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.001682281,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q042,S3,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.991699219,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q066,S1,unsupported,[],FALSE,FALSE,0.003452301,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,,
Q066,S2,partial,['overconfidence'],overconfidence,FALSE,FALSE,0.006278992,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q066,S3,supported,['overconfidence'],overconfidence,FALSE,FALSE,0.002439499,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q110,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.0011549,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q110,S2,partial,['slipping'],slipping,TRUE,FALSE,0.950195313,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q084,S1,unsupported,[],,TRUE,TRUE,0.045593262,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q084,S2,partial,[],,TRUE,TRUE,0.815429688,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q062,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.010467529,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q062,S2,unsupported,[],,FALSE,FALSE,0.000385284,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q046,S1,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.02154541,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q046,S2,partial,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,8.71E-05,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q107,S1,unsupported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.124450684,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q107,S2,unsupported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.00204277,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q107,S3,partial,['productive_struggle'],productive_struggle,FALSE,FALSE,0.000648022,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q119,S1,unsupported,[],FALSE,FALSE,0.012268066,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,,
Q119,S2,unsupported,[],FALSE,FALSE,0.002082825,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,,
Q119,S3,unsupported,[],FALSE,FALSE,0.000219941,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,,
Q100,S1,supported,['confidence_triad'],confidence_triad,FALSE,FALSE,0.98828125,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q100,S2,partial,['confidence_triad'],confidence_triad,FALSE,FALSE,0.001642227,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q100,S3,unknown,['confidence_triad'],confidence_triad,FALSE,FALSE,0.000594139,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q080,S1,unsupported,['overconfidence'],overconfidence,FALSE,FALSE,0.004680634,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q080,S2,supported,['unproductive_frustration'],unproductive_frustration,FALSE,FALSE,0.000199437,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q080,S3,supported,['slipping'],slipping,FALSE,FALSE,0.98828125,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q096,S1,unsupported,['productive_struggle'],productive_struggle,TRUE,FALSE,0.001935959,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q096,S2,unsupported,['cognitive_avoidance'],cognitive_avoidance,TRUE,FALSE,0.000115871,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q083,S1,unsupported,['productive_struggle'],productive_struggle,FALSE,FALSE,0.131713867,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q083,S2,unsupported,['cognitive_avoidance'],cognitive_avoidance,FALSE,FALSE,0.001206398,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q083,S3,unsupported,"['productive_struggle', 'cognitive_avoidance']",,FALSE,FALSE,0.001126289,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q127,S1,partial,['overconfidence'],overconfidence,FALSE,FALSE,0.000141382,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q127,S2,unsupported,['overconfidence'],overconfidence,FALSE,FALSE,8.02E-05,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q127,S3,unsupported,['overconfidence'],overconfidence,FALSE,FALSE,0.00011909,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q047,S1,partial,['unproductive_frustration'],unproductive_frustration,TRUE,FALSE,0.000105143,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q047,S2,supported,['unproductive_frustration'],unproductive_frustration,TRUE,FALSE,0.019851685,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
Q047,S3,unsupported,['unproductive_frustration'],unproductive_frustration,TRUE,FALSE,9.74E-05,DeBERTa-v3-large-mnli-fever-anli-ling-wanli,record,,,,,,,
